,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
PMI_028182,916.168985321059,-1.0745496394719,0.205221201017038,-5.23605570061297,1.64044464569581e-07,2.03814908290862e-05
PMI_013364,7974.11442388494,-0.95662460526005,0.183274995127763,-5.21961331709859,1.79297085016854e-07,2.20908950164515e-05
PMI_024253,109.969497341172,-2.06378593085887,0.396478987362509,-5.20528450848749,1.93699607058424e-07,2.36681709947009e-05
PMI_015902,7374.02568222979,1.04933333911142,0.202129792852389,5.19138383463203,2.08736804282311e-07,2.52965053386391e-05
PMI_021849,2132.6716405793,-0.970047521735888,0.18708327833773,-5.18511077181746,2.15886511331371e-07,2.59502607319863e-05
PMI_017696,93.9600427711648,-2.18889864138467,0.422506958880595,-5.18073985617662,2.21007537812885e-07,2.63515842464799e-05
PMI_006147,4097.95263644587,0.90585665373972,0.175954878017558,5.14823268297983,2.62952183285895e-07,3.11019842390557e-05
PMI_017967,3436.70197551978,-0.913827558915903,0.177612758978962,-5.1450558178883,2.67441279053857e-07,3.1381899292153e-05
PMI_001778,25305.1675805498,-0.936740345174407,0.182590846375786,-5.13027002047258,2.89326848162225e-07,3.36826570872322e-05
PMI_026236,590.321497837235,1.21743581031277,0.237454802848944,5.12702120869393,2.94362367850709e-07,3.40011531927557e-05
PMI_010719,4177.30020544888,-1.07852776533086,0.210816696679288,-5.11595040772128,3.12165077990033e-07,3.57779897525786e-05
PMI_014133,111.978960839381,-1.99782985263714,0.391408157053109,-5.10421108154386,3.32177340506441e-07,3.77787844568286e-05
PMI_007395,1943.88203811687,-0.955287668241031,0.187314950891017,-5.09990080181498,3.39831536322034e-07,3.80637065494036e-05
PMI_019834,537.533283481795,1.18287534246402,0.231898396792829,5.10083449831161,3.38159167316518e-07,3.80637065494036e-05
PMI_025723,274.386436530172,1.41011233483727,0.276829598559452,5.09379178445918,3.50972212293662e-07,3.90159711185097e-05
PMI_023290,3849.98412349033,-1.00160212216127,0.196745368891498,-5.09085488418095,3.56452756440744e-07,3.93295074923612e-05
PMI_026875,11998.3406331896,-0.916502858650339,0.180583642123696,-5.07522634869969,3.87034996446021e-07,4.23874994255883e-05
PMI_002898,11704.2433084247,-0.919758371445429,0.181389781823678,-5.07061843395064,3.96525063860242e-07,4.31075225674536e-05
PMI_021015,3537.47201513065,0.929790282433126,0.183896769253872,5.05604468314251,4.28041084638582e-07,4.61940688786966e-05
PMI_018959,231.732045939286,-1.57338863337273,0.31172417133149,-5.04737449987341,4.47922810955737e-07,4.7989411304207e-05
PMI_028555,5337.65187092382,-0.907320241791003,0.179954431389741,-5.04194442328543,4.60825141259379e-07,4.90165447015822e-05
PMI_010884,933.369247009764,1.11282858624945,0.220976281131722,5.0359639530095,4.75450034670979e-07,5.02109197329316e-05
PMI_028587,7284.66523998795,-1.00939761929544,0.201166852272496,-5.01771344479825,5.22900923992431e-07,5.48304266753766e-05
PMI_024640,3293.51797124708,-1.03367346582919,0.206243802959859,-5.01190072620205,5.38950084241183e-07,5.61153309542668e-05
PMI_015287,3594.50381841506,-1.02965034826305,0.205848851805544,-5.00197275443494,5.67466117396025e-07,5.86712345853163e-05
PMI_024270,5421.91047885152,-0.940851757539509,0.18836427238411,-4.9948525037749,5.88807507693498e-07,6.04549930642248e-05
PMI_027107,2562.76829328485,-0.944068826491519,0.189113574723231,-4.99207329708175,5.97345761922711e-07,6.09086695863951e-05
PMI_002393,5740.47901528859,-0.899915569076657,0.180323083324339,-4.99057332254031,6.0200343223982e-07,6.09631557922311e-05
PMI_010381,414.202696377953,-1.21261150459743,0.243813256792384,-4.9735257243621,6.57460448155856e-07,6.61262090203015e-05
PMI_017480,2736.84397656007,-0.898074372329531,0.180667009100942,-4.97088193798438,6.66490271178653e-07,6.65814774282188e-05
PMI_029346,388.328381542032,-1.23159348917356,0.248224147966515,-4.96161835688808,6.99082512138474e-07,6.93686908856868e-05
PMI_010210,9536.21224478506,-0.867439577092338,0.175254902316935,-4.94958808926006,7.43707117043154e-07,7.33047315032202e-05
PMI_001608,94.6115429461822,2.43974603755247,0.494141438966464,4.93734353195594,7.91938988861263e-07,7.73336542755206e-05
